word,frequency
pasco,8
florida,2
pascocounty,5
pinellascounty,1
pinellas,5
manatee,5
sarasota,5
fl,2
florida’s,2
gulfcoast,4
portrichey,2
crystalriver,1
hillsborough,1
charlotte,3
lee,3
collier,1
helpfloridaheal,1
hernando,1
swfl,4
flsportscoast,2
floridas,2
