word,frequency,normalized_frequency
pasco,8,100.0
florida,2,25.0
pascocounty,5,62.5
pinellascounty,1,12.5
pinellas,5,62.5
manatee,5,62.5
sarasota,5,62.5
fl,2,25.0
florida’s,2,25.0
gulfcoast,4,50.0
portrichey,2,25.0
crystalriver,1,12.5
hillsborough,1,12.5
charlotte,3,37.5
lee,3,37.5
collier,1,12.5
helpfloridaheal,1,12.5
hernando,1,12.5
swfl,4,50.0
flsportscoast,2,25.0
floridas,2,25.0
