word,frequency,normalized_frequency
supplement,1,1.0101010101010102
invest,1,1.0101010101010102
sundaythoughts,1,1.0101010101010102
afraid,1,1.0101010101010102
doyourjob,2,2.0202020202020203
stayaway,1,1.0101010101010102
myhappyplace,1,1.0101010101010102
sarasora,1,1.0101010101010102
gmos,2,2.0202020202020203
hurricanemichael,9,9.090909090909092
mondaymood,2,2.0202020202020203
airquality,4,4.040404040404041
michael,1,1.0101010101010102
staysafe,3,3.0303030303030303
seat3,1,1.0101010101010102
citycouncil,1,1.0101010101010102
helenmoore,1,1.0101010101010102
november6th,1,1.0101010101010102
elections,1,1.0101010101010102
politician,1,1.0101010101010102
publicsafety,1,1.0101010101010102
watercolor,2,2.0202020202020203
strongertogether,2,2.0202020202020203
bipartisanship,2,2.0202020202020203
vote4ruta,1,1.0101010101010102
senate,2,2.0202020202020203
fbresistance,1,1.0101010101010102
tfa,2,2.0202020202020203
fbresist,1,1.0101010101010102
muellertime,1,1.0101010101010102
impeach45,1,1.0101010101010102
coastalyomping,3,3.0303030303030303
630coastalyomper,1,1.0101010101010102
localtwissues,1,1.0101010101010102
ilivewhereyouvacation,1,1.0101010101010102
trumps,1,1.0101010101010102
brevetoxin,1,1.0101010101010102
midterms2018,5,5.05050505050505
toxicgreenalgae,2,2.0202020202020203
hurricanewilla,1,1.0101010101010102
willa,1,1.0101010101010102
hurricane,1,1.0101010101010102
deals,2,2.0202020202020203
beachhazardstatement,1,1.0101010101010102
stormwater,5,5.05050505050505
simplelythebest,1,1.0101010101010102
waterways,1,1.0101010101010102
trickortreat,1,1.0101010101010102
surfers,1,1.0101010101010102
future,4,4.040404040404041
sicily,1,1.0101010101010102
people,2,2.0202020202020203
snowbirds,3,3.0303030303030303
grandma,1,1.0101010101010102
political,3,3.0303030303030303
museums30,1,1.0101010101010102
electionday,1,1.0101010101010102
greedy,1,1.0101010101010102
politicians,1,1.0101010101010102
economics,1,1.0101010101010102
nopublicvision,1,1.0101010101010102
greed,1,1.0101010101010102
ignorance,1,1.0101010101010102
lbk,3,3.0303030303030303
umairh,1,1.0101010101010102
cynobacteria,1,1.0101010101010102
glyphosate,1,1.0101010101010102
sharkeys,1,1.0101010101010102
bentley,6,6.0606060606060606
rotonda,6,6.0606060606060606
amerika,6,6.0606060606060606
sunshinestate,6,6.0606060606060606
loveit,6,6.0606060606060606
clams,21,21.21212121212121
trump,1,1.0101010101010102
cyanotoxins,1,1.0101010101010102
bonitabeach,4,4.040404040404041
dolphindeaths,2,2.0202020202020203
markets,2,2.0202020202020203
entrepreneurs,2,2.0202020202020203
problemsolvers,2,2.0202020202020203
savethemarinelife,2,2.0202020202020203
phosphorus,1,1.0101010101010102
mosaic,1,1.0101010101010102
butgrassisthesameassandtoadog,1,1.0101010101010102
plentyofdeadfishtosnackontoday,1,1.0101010101010102
hazard,1,1.0101010101010102
statement,1,1.0101010101010102
ripcurrent,1,1.0101010101010102
algalblooms,2,2.0202020202020203
marinemonday,2,2.0202020202020203
savetheoceans,1,1.0101010101010102
hydraulic,1,1.0101010101010102
hoserepair,1,1.0101010101010102
captainjaysonrealtor,1,1.0101010101010102
championsclub,2,2.0202020202020203
streamer,7,7.07070707070707
smallstreamer,2,2.0202020202020203
streamlabs,1,1.0101010101010102
twitch,8,8.080808080808081
mixer,6,6.0606060606060606
hypezone,2,2.0202020202020203
gfuel,1,1.0101010101010102
xbox,2,2.0202020202020203
pcgamer,1,1.0101010101010102
